7,1847,14142,1,11/26/20 8:11
8,1847,14142,0,11/26/20 8:11
9,1847,14142,1,11/26/20 8:11
7,1845,14153,1,11/26/20 5:43
8,1845,14153,1,11/26/20 5:43
9,1845,14153,1,11/26/20 5:43
7,1844,14150,1,11/26/20 2:47
8,1844,14150,1,11/26/20 2:47
9,1844,14150,1,11/26/20 2:47
7,1844,14194,1,11/26/20 1:59
8,1844,14194,1,11/26/20 1:59
9,1844,14194,1,11/26/20 1:59
7,1846,14160,1,11/25/20 23:09
8,1846,14160,1,11/25/20 23:09
9,1846,14160,1,11/25/20 23:09
7,1848,14158,0,11/25/20 20:24
8,1848,14158,0,11/25/20 20:24
9,1848,14158,0,11/25/20 20:24
7,1845,14152,1,11/25/20 4:40
8,1845,14152,1,11/25/20 4:40
9,1845,14152,1,11/25/20 4:40
7,1846,14141,1,11/25/20 2:05
8,1846,14141,1,11/25/20 2:05
9,1846,14141,1,11/25/20 2:05
7,1844,14194,1,11/25/20 0:31
8,1844,14194,1,11/25/20 0:31
9,1844,14194,1,11/25/20 0:31
7,1846,14143,1,11/24/20 23:43
8,1846,14143,1,11/24/20 23:43
9,1846,14143,1,11/24/20 23:43
7,1846,14143,1,11/24/20 21:40
8,1846,14143,1,11/24/20 21:40
9,1846,14143,1,11/24/20 21:40
7,1846,14155,1,11/24/20 21:39
8,1846,14155,0,11/24/20 21:39
9,1846,14155,1,11/24/20 21:39
7,1846,14144,1,11/24/20 21:37
8,1846,14144,0,11/24/20 21:37
9,1846,14144,1,11/24/20 21:37
7,1845,14146,1,11/24/20 17:44
8,1845,14146,1,11/24/20 17:44
9,1845,14146,1,11/24/20 17:44
7,1848,14158,0,11/24/20 3:07
8,1848,14158,0,11/24/20 3:07
9,1848,14158,0,11/24/20 3:07
7,1844,14150,1,11/23/20 14:26
8,1844,14150,1,11/23/20 14:26
9,1844,14150,1,11/23/20 14:26
7,1848,14158,0,11/23/20 7:01
8,1848,14158,0,11/23/20 7:01
9,1848,14158,0,11/23/20 7:01
7,1844,14150,1,11/23/20 1:42
8,1844,14150,1,11/23/20 1:42
9,1844,14150,1,11/23/20 1:42
7,1848,14158,0,11/23/20 0:52
8,1848,14158,1,11/23/20 0:52
9,1848,14158,0,11/23/20 0:52
7,1848,14149,1,11/22/20 21:46
8,1848,14149,0,11/22/20 21:46
9,1848,14149,1,11/22/20 21:46
7,1844,14194,0,11/21/20 19:57
8,1844,14194,1,11/21/20 19:57
9,1844,14194,1,11/21/20 19:57
7,1844,14150,1,11/21/20 19:13
8,1844,14150,1,11/21/20 19:13
9,1844,14150,1,11/21/20 19:13
7,1848,14158,1,11/21/20 6:26
8,1848,14158,1,11/21/20 6:26
9,1848,14158,1,11/21/20 6:26
7,1844,14194,0,11/21/20 0:19
8,1844,14194,1,11/21/20 0:19
9,1844,14194,1,11/21/20 0:19
7,1848,14158,1,11/20/20 17:44
8,1848,14158,1,11/20/20 17:44
9,1848,14158,1,11/20/20 17:44
7,1848,14158,1,11/20/20 14:08
8,1848,14158,1,11/20/20 14:08
9,1848,14158,1,11/20/20 14:08
7,1848,14158,1,11/19/20 20:13
8,1848,14158,1,11/19/20 20:13
9,1848,14158,1,11/19/20 20:13
7,1847,14154,1,11/19/20 15:31
8,1847,14154,0,11/19/20 15:31
9,1847,14154,1,11/19/20 15:31
7,1848,14148,0,11/19/20 1:36
8,1848,14148,0,11/19/20 1:36
9,1848,14148,1,11/19/20 1:36
7,1848,14149,1,11/18/20 22:58
8,1848,14149,0,11/18/20 22:58
9,1848,14149,1,11/18/20 22:58
7,1845,14153,1,11/18/20 19:55
8,1845,14153,1,11/18/20 19:55
9,1845,14153,1,11/18/20 19:55
7,1845,14146,1,11/18/20 18:57
8,1845,14146,1,11/18/20 18:57
9,1845,14146,1,11/18/20 18:57
7,1845,14159,1,11/18/20 18:31
8,1845,14159,1,11/18/20 18:31
9,1845,14159,1,11/18/20 18:31
7,1848,14158,1,11/18/20 16:41
8,1848,14158,1,11/18/20 16:41
9,1848,14158,1,11/18/20 16:41
7,1845,14152,1,11/18/20 16:34
8,1845,14152,1,11/18/20 16:34
9,1845,14152,1,11/18/20 16:34
7,1844,14147,0,11/18/20 3:00
8,1844,14147,0,11/18/20 3:00
9,1844,14147,1,11/18/20 3:00
7,1845,14152,1,11/17/20 18:02
8,1845,14152,1,11/17/20 18:02
9,1845,14152,1,11/17/20 18:02
7,1845,14146,1,11/17/20 17:55
8,1845,14146,1,11/17/20 17:55
9,1845,14146,1,11/17/20 17:55
7,1844,14156,1,11/16/20 19:42
8,1844,14156,1,11/16/20 19:42
9,1844,14156,1,11/16/20 19:42
7,1846,14144,1,11/16/20 15:13
8,1846,14144,0,11/16/20 15:13
9,1846,14144,1,11/16/20 15:13
7,1844,14145,1,11/16/20 8:27
8,1844,14145,0,11/16/20 8:27
9,1844,14145,1,11/16/20 8:27
7,1848,14148,0,11/14/20 2:00
8,1848,14148,0,11/14/20 2:00
9,1848,14148,1,11/14/20 2:00
7,1846,14141,1,11/14/20 1:09
8,1846,14141,1,11/14/20 1:09
9,1846,14141,1,11/14/20 1:09
7,1844,14150,1,11/13/20 20:27
8,1844,14150,1,11/13/20 20:27
9,1844,14150,1,11/13/20 20:27
7,1844,14147,0,11/13/20 17:44
8,1844,14147,1,11/13/20 17:44
9,1844,14147,1,11/13/20 17:44
7,1844,14145,1,11/13/20 17:39
8,1844,14145,0,11/13/20 17:39
9,1844,14145,1,11/13/20 17:39
7,1848,14149,1,11/13/20 14:49
8,1848,14149,1,11/13/20 14:49
9,1848,14149,1,11/13/20 14:49
7,1848,14158,1,11/13/20 14:03
8,1848,14158,0,11/13/20 14:03
9,1848,14158,1,11/13/20 14:03
7,1846,14160,1,11/13/20 13:48
8,1846,14160,1,11/13/20 13:48
9,1846,14160,1,11/13/20 13:48
7,1846,14141,1,11/13/20 3:57
8,1846,14141,1,11/13/20 3:57
9,1846,14141,1,11/13/20 3:57
7,1846,14155,1,11/13/20 1:43
8,1846,14155,1,11/13/20 1:43
9,1846,14155,1,11/13/20 1:43
7,1846,14143,1,11/13/20 1:34
8,1846,14143,1,11/13/20 1:34
9,1846,14143,1,11/13/20 1:34
7,1846,14144,1,11/13/20 1:32
8,1846,14144,1,11/13/20 1:32
9,1846,14144,1,11/13/20 1:32
7,1848,14149,1,11/12/20 22:01
8,1848,14149,1,11/12/20 22:01
9,1848,14149,1,11/12/20 22:01
7,1848,14158,0,11/12/20 21:07
8,1848,14158,0,11/12/20 21:07
9,1848,14158,0,11/12/20 21:07
7,1845,14159,1,11/12/20 19:47
8,1845,14159,1,11/12/20 19:47
9,1845,14159,1,11/12/20 19:47
7,1845,14152,1,11/12/20 18:29
8,1845,14152,1,11/12/20 18:29
9,1845,14152,1,11/12/20 18:29
7,1845,14159,1,11/12/20 16:50
8,1845,14159,1,11/12/20 16:50
9,1845,14159,1,11/12/20 16:50
7,1845,14153,0,11/12/20 3:53
8,1845,14153,0,11/12/20 3:53
9,1845,14153,0,11/12/20 3:53
7,1845,14146,1,11/12/20 1:52
8,1845,14146,1,11/12/20 1:52
9,1845,14146,1,11/12/20 1:52
7,1844,14156,1,11/12/20 1:35
8,1844,14156,1,11/12/20 1:35
9,1844,14156,1,11/12/20 1:35
7,1844,14150,1,11/12/20 1:32
8,1844,14150,1,11/12/20 1:32
9,1844,14150,1,11/12/20 1:32
7,1844,14147,0,11/11/20 21:13
8,1844,14147,1,11/11/20 21:13
9,1844,14147,1,11/11/20 21:13
7,1844,14145,1,11/11/20 9:59
8,1844,14145,0,11/11/20 9:59
9,1844,14145,1,11/11/20 9:59
7,1845,14152,0,11/11/20 3:54
8,1845,14152,0,11/11/20 3:54
9,1845,14152,1,11/11/20 3:54
7,1844,14147,0,11/10/20 0:39
8,1844,14147,0,11/10/20 0:39
9,1844,14147,0,11/10/20 0:39
7,1846,14141,1,11/10/20 0:38
8,1846,14141,1,11/10/20 0:38
9,1846,14141,1,11/10/20 0:38
7,1846,14144,0,11/10/20 0:33
8,1846,14144,0,11/10/20 0:33
9,1846,14144,0,11/10/20 0:33
7,1845,14153,0,11/9/20 20:46
8,1845,14153,0,11/9/20 20:46
9,1845,14153,0,11/9/20 20:46
7,1844,14145,1,11/9/20 20:10
8,1844,14145,0,11/9/20 20:10
9,1844,14145,1,11/9/20 20:10
7,1848,14148,0,11/9/20 17:22
8,1848,14148,0,11/9/20 17:22
9,1848,14148,0,11/9/20 17:22
7,1846,14160,1,11/9/20 14:10
8,1846,14160,1,11/9/20 14:10
9,1846,14160,1,11/9/20 14:10
7,1844,14145,1,11/9/20 2:40
8,1844,14145,0,11/9/20 2:40
9,1844,14145,1,11/9/20 2:40
7,1844,14156,1,11/9/20 2:31
8,1844,14156,1,11/9/20 2:31
9,1844,14156,1,11/9/20 2:31
7,1844,14150,0,11/8/20 23:35
8,1844,14150,0,11/8/20 23:35
9,1844,14150,1,11/8/20 23:35
7,1846,14143,1,11/8/20 23:28
8,1846,14143,1,11/8/20 23:28
9,1846,14143,1,11/8/20 23:28
7,1844,14147,0,11/8/20 6:33
8,1844,14147,0,11/8/20 6:33
9,1844,14147,0,11/8/20 6:33
7,1844,14147,0,11/8/20 4:26
8,1844,14147,0,11/8/20 4:26
9,1844,14147,0,11/8/20 4:26
7,1848,14158,0,11/8/20 1:59
8,1848,14158,0,11/8/20 1:59
9,1848,14158,0,11/8/20 1:59
7,1846,14155,1,11/7/20 22:40
8,1846,14155,0,11/7/20 22:40
9,1846,14155,1,11/7/20 22:40
7,1845,14159,1,11/7/20 22:00
7,1848,14149,1,11/7/20 22:00
8,1845,14159,1,11/7/20 22:00
8,1848,14149,0,11/7/20 22:00
9,1845,14159,1,11/7/20 22:00
9,1848,14149,1,11/7/20 22:00
7,1846,14141,1,11/7/20 20:19
8,1846,14141,1,11/7/20 20:19
9,1846,14141,1,11/7/20 20:19
7,1844,14156,1,11/7/20 20:16
8,1844,14156,0,11/7/20 20:16
9,1844,14156,1,11/7/20 20:16
7,1846,14141,1,11/7/20 18:40
8,1846,14141,1,11/7/20 18:40
9,1846,14141,1,11/7/20 18:40
7,1846,14155,1,11/7/20 17:12
8,1846,14155,1,11/7/20 17:12
9,1846,14155,1,11/7/20 17:12
7,1846,14144,1,11/7/20 15:40
8,1846,14144,0,11/7/20 15:40
9,1846,14144,1,11/7/20 15:40
7,1846,14160,1,11/7/20 15:36
8,1846,14160,1,11/7/20 15:36
9,1846,14160,1,11/7/20 15:36
7,1846,14160,1,11/7/20 13:54
8,1846,14160,1,11/7/20 13:54
9,1846,14160,1,11/7/20 13:54
7,1846,14143,1,11/7/20 7:44
8,1846,14143,1,11/7/20 7:44
9,1846,14143,1,11/7/20 7:44
7,1845,14159,1,11/7/20 5:50
8,1845,14159,1,11/7/20 5:50
9,1845,14159,1,11/7/20 5:50
7,1845,14152,1,11/7/20 4:22
8,1845,14152,0,11/7/20 4:22
9,1845,14152,1,11/7/20 4:22
7,1845,14146,1,11/7/20 1:46
8,1845,14146,1,11/7/20 1:46
9,1845,14146,1,11/7/20 1:46
7,1845,14159,1,11/6/20 20:30
8,1845,14159,1,11/6/20 20:30
9,1845,14159,1,11/6/20 20:30
7,1846,14160,1,11/6/20 14:08
8,1846,14160,1,11/6/20 14:08
9,1846,14160,1,11/6/20 14:08
7,1845,14146,1,11/6/20 13:53
8,1845,14146,1,11/6/20 13:53
9,1845,14146,1,11/6/20 13:53
7,1845,14153,1,11/6/20 4:05
8,1845,14153,0,11/6/20 4:05
9,1845,14153,1,11/6/20 4:05
7,1846,14143,1,11/6/20 4:04
8,1846,14143,1,11/6/20 4:04
9,1846,14143,1,11/6/20 4:04
7,1845,14153,1,11/6/20 1:21
8,1845,14153,0,11/6/20 1:21
9,1845,14153,1,11/6/20 1:21
7,1846,14155,1,11/5/20 18:12
8,1846,14155,0,11/5/20 18:12
9,1846,14155,1,11/5/20 18:12
7,1846,14144,1,11/5/20 13:43
8,1846,14144,0,11/5/20 13:43
9,1846,14144,1,11/5/20 13:43
7,1845,14152,1,11/5/20 2:59
8,1845,14152,0,11/5/20 2:59
9,1845,14152,1,11/5/20 2:59
7,1846,14155,1,11/5/20 1:20
8,1846,14155,0,11/5/20 1:20
9,1846,14155,1,11/5/20 1:20
